0.006235321	0.006188976	0.006135828	0.006087758	0.006044677	0.006011306	0.005991428	0.005989242	0.006007676	0.006047878	0.006103293	0.006205003	0.006062112	0.005474056	0.004311502	0.002537214	0.000210604	-0.002487711	-0.005285848	-0.00787887	-0.010404998
0.006163702	0.006146256	0.006122471	0.006106864	0.006101014	0.006111565	0.006143854	0.006203082	0.006292201	0.006410708	0.006547664	0.00682489	0.00675844	0.006071299	0.004571095	0.002184092	-0.000978481	-0.004647041	-0.0084657	-0.012079044	-0.015622756
0.00627883	0.00621627	0.006146351	0.006079299	0.006013703	0.00595275	0.005898775	0.005854707	0.005822717	0.005803979	0.005793958	0.005736144	0.005484482	0.00488694	0.003850025	0.002348689	0.000404785	-0.001850255	-0.004186298	-0.006321553	-0.008393183
0.006226661	0.006162103	0.00608967	0.006019188	0.0059485	0.005879898	0.005814583	0.005754093	0.005699091	0.005648896	0.005597874	0.005411433	0.005010627	0.004244472	0.003014564	0.001288768	-0.0009102	-0.003449232	-0.006094647	-0.008555567	-0.010958641
0.006262928	0.00622205	0.006175225	0.006135094	0.006102755	0.00608427	0.006084994	0.006110897	0.006166631	0.006255141	0.006370279	0.006645485	0.006679743	0.006256553	0.005240086	0.003594132	0.001377782	-0.001225647	-0.003939137	-0.006453191	-0.008902369
0.006249684	0.006194067	0.006131339	0.006072434	0.006016493	0.005967325	0.005927822	0.005901351	0.005890254	0.005895444	0.005911214	0.005911971	0.005689617	0.005067686	0.003934484	0.002258669	7.89E-05	-0.002451464	-0.005082243	-0.007517663	-0.009890602
0.006154511	0.006167822	0.006174665	0.006192171	0.006223144	0.006275803	0.006356658	0.006471601	0.006623489	0.006810362	0.007017909	0.007449382	0.00746546	0.006731501	0.005002919	0.002170738	-0.001592671	-0.005906763	-0.010318603	-0.014443044	-0.018462772
0.006203948	0.006150429	0.006089366	0.006031655	0.005975975	0.005925589	0.005882616	0.005849396	0.005827074	0.005814972	0.005806218	0.005723301	0.0053943	0.004636331	0.003326072	0.001420893	-0.001032872	-0.003871908	-0.006837393	-0.009622443	-0.012350512
0.006184342	0.006172757	0.006155334	0.006147284	0.006151034	0.006174216	0.006223287	0.006304684	0.006422534	0.006577515	0.006758888	0.007163416	0.007226494	0.00666008	0.005267466	0.002977304	-9.06E-05	-0.00365259	-0.007340767	-0.010800831	-0.014181802
0.006260293	0.006189138	0.006110133	0.006032622	0.005954268	0.005877161	0.005802443	0.005731775	0.005666182	0.005605785	0.005546159	0.005350645	0.004968798	0.004269122	0.003170767	0.001648845	-0.000293181	-0.002543237	-0.004884008	-0.007035888	-0.00912879
0.006222459	0.006183213	0.00613724	0.00609712	0.006063225	0.006040852	0.006034317	0.006048301	0.006086056	0.006148806	0.006229468	0.006395068	0.006303612	0.005739677	0.004561745	0.002727301	0.000313979	-0.002473569	-0.005345773	-0.007994127	-0.010567929
0.006209876	0.006177554	0.006139194	0.006108099	0.006085528	0.006077694	0.006089838	0.006127462	0.006194319	0.006291638	0.006410942	0.006669799	0.006636962	0.006068704	0.004805524	0.002797407	0.000122751	-0.003003364	-0.006272687	-0.0093529	-0.012371093
0.006236478	0.006176511	0.00610875	0.006043462	0.005978853	0.005917686	0.005861675	0.005812928	0.005772666	0.005740804	0.005711938	0.005589746	0.005257448	0.004559322	0.003394517	0.001733585	-0.00038558	-0.002815776	-0.005317632	-0.007607494	-0.009829065
0.006187703	0.00621985	0.006245236	0.006281697	0.006331774	0.00640321	0.006501397	0.006630253	0.006789782	0.006973442	0.00716168	0.007474869	0.007262851	0.00614705	0.003844181	0.00021733	-0.004540228	-0.00998939	-0.015609472	-0.02096564	-0.026223967
0.006301542	0.006246511	0.006184905	0.006127893	0.006075282	0.006031663	0.006000959	0.005987845	0.005996123	0.006028568	0.006080753	0.006199408	0.006119937	0.005667882	0.004737109	0.003300744	0.001388544	-0.000856426	-0.003192909	-0.005332043	-0.007408659
